Heart Beats,RRI Value
40.0,1.5
45.0,1.3333333333333333
46.0,1.3043478260869565
46.0,1.3043478260869565
47.0,1.2765957446808511
47.0,1.2765957446808511
47.0,1.2765957446808511
47.0,1.2765957446808511
47.0,1.2765957446808511
48.0,1.25
48.0,1.25
50.0,1.2
62.0,0.967741935483871
64.0,0.9375
73.0,0.821917808219178
75.0,0.8
78.0,0.7692307692307693
78.0,0.7692307692307693
79.0,0.759493670886076
79.0,0.759493670886076
80.0,0.75
81.0,0.7407407407407407
82.0,0.7317073170731707
82.0,0.7317073170731707
82.0,0.7317073170731707
83.0,0.7228915662650602
83.0,0.7228915662650602
83.0,0.7228915662650602
83.0,0.7228915662650602
83.0,0.7228915662650602
83.0,0.7228915662650602
83.0,0.7228915662650602
84.0,0.7142857142857143
84.0,0.7142857142857143
85.0,0.7058823529411765
85.0,0.7058823529411765
85.0,0.7058823529411765
85.0,0.7058823529411765
85.0,0.7058823529411765
85.0,0.7058823529411765
85.0,0.7058823529411765
85.0,0.7058823529411765
85.0,0.7058823529411765
85.0,0.7058823529411765
86.0,0.6976744186046512
86.0,0.6976744186046512
86.0,0.6976744186046512
86.0,0.6976744186046512
86.0,0.6976744186046512
87.0,0.6896551724137931
87.0,0.6896551724137931
87.0,0.6896551724137931
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
88.0,0.6818181818181818
89.0,0.6741573033707865
89.0,0.6741573033707865
89.0,0.6741573033707865
89.0,0.6741573033707865
89.0,0.6741573033707865
89.0,0.6741573033707865
89.0,0.6741573033707865
89.0,0.6741573033707865
89.0,0.6741573033707865
89.0,0.6741573033707865
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
