Heart Beats,RRI Value
34.0,1.7647058823529411
47.0,1.2765957446808511
47.0,1.2765957446808511
47.0,1.2765957446808511
48.0,1.25
49.0,1.2244897959183674
50.0,1.2
52.0,1.1538461538461537
53.0,1.1320754716981132
53.0,1.1320754716981132
56.0,1.0714285714285714
57.0,1.0526315789473684
58.0,1.0344827586206897
83.0,0.7228915662650602
86.0,0.6976744186046512
86.0,0.6976744186046512
88.0,0.6818181818181818
88.0,0.6818181818181818
89.0,0.6741573033707865
90.0,0.6666666666666666
90.0,0.6666666666666666
90.0,0.6666666666666666
91.0,0.6593406593406593
91.0,0.6593406593406593
92.0,0.6521739130434783
92.0,0.6521739130434783
92.0,0.6521739130434783
92.0,0.6521739130434783
92.0,0.6521739130434783
92.0,0.6521739130434783
92.0,0.6521739130434783
92.0,0.6521739130434783
92.0,0.6521739130434783
92.0,0.6521739130434783
93.0,0.6451612903225806
93.0,0.6451612903225806
93.0,0.6451612903225806
94.0,0.6382978723404256
94.0,0.6382978723404256
94.0,0.6382978723404256
94.0,0.6382978723404256
94.0,0.6382978723404256
94.0,0.6382978723404256
94.0,0.6382978723404256
94.0,0.6382978723404256
94.0,0.6382978723404256
94.0,0.6382978723404256
94.0,0.6382978723404256
94.0,0.6382978723404256
94.0,0.6382978723404256
95.0,0.631578947368421
95.0,0.631578947368421
95.0,0.631578947368421
95.0,0.631578947368421
95.0,0.631578947368421
96.0,0.625
96.0,0.625
96.0,0.625
96.0,0.625
96.0,0.625
96.0,0.625
96.0,0.625
96.0,0.625
97.0,0.6185567010309279
97.0,0.6185567010309279
97.0,0.6185567010309279
97.0,0.6185567010309279
97.0,0.6185567010309279
97.0,0.6185567010309279
97.0,0.6185567010309279
97.0,0.6185567010309279
97.0,0.6185567010309279
97.0,0.6185567010309279
97.0,0.6185567010309279
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
98.0,0.6122448979591837
99.0,0.6060606060606061
99.0,0.6060606060606061
99.0,0.6060606060606061
99.0,0.6060606060606061
99.0,0.6060606060606061
99.0,0.6060606060606061
100.0,0.6
100.0,0.6
100.0,0.6
100.0,0.6
100.0,0.6
100.0,0.6
100.0,0.6
100.0,0.6
100.0,0.6
100.0,0.6
100.0,0.6
100.0,0.6
100.0,0.6
100.0,0.6
101.0,0.594059405940594
101.0,0.594059405940594
101.0,0.594059405940594
101.0,0.594059405940594
101.0,0.594059405940594
101.0,0.594059405940594
101.0,0.594059405940594
101.0,0.594059405940594
101.0,0.594059405940594
102.0,0.5882352941176471
102.0,0.5882352941176471
102.0,0.5882352941176471
102.0,0.5882352941176471
102.0,0.5882352941176471
102.0,0.5882352941176471
102.0,0.5882352941176471
102.0,0.5882352941176471
102.0,0.5882352941176471
102.0,0.5882352941176471
