Heart Beats,RRI Value
141.0,0.425531914893617
141.0,0.425531914893617
143.0,0.4195804195804196
143.0,0.4195804195804196
143.0,0.4195804195804196
143.0,0.4195804195804196
143.0,0.4195804195804196
145.0,0.41379310344827586
145.0,0.41379310344827586
145.0,0.41379310344827586
145.0,0.41379310344827586
145.0,0.41379310344827586
145.0,0.41379310344827586
145.0,0.41379310344827586
146.0,0.410958904109589
146.0,0.410958904109589
146.0,0.410958904109589
148.0,0.40540540540540543
148.0,0.40540540540540543
150.0,0.4
150.0,0.4
150.0,0.4
152.0,0.39473684210526316
152.0,0.39473684210526316
152.0,0.39473684210526316
154.0,0.38961038961038963
154.0,0.38961038961038963
154.0,0.38961038961038963
154.0,0.38961038961038963
154.0,0.38961038961038963
156.0,0.38461538461538464
156.0,0.38461538461538464
156.0,0.38461538461538464
156.0,0.38461538461538464
158.0,0.379746835443038
158.0,0.379746835443038
158.0,0.379746835443038
158.0,0.379746835443038
160.0,0.375
160.0,0.375
160.0,0.375
162.0,0.37037037037037035
162.0,0.37037037037037035
162.0,0.37037037037037035
162.0,0.37037037037037035
164.0,0.36585365853658536
164.0,0.36585365853658536
164.0,0.36585365853658536
164.0,0.36585365853658536
164.0,0.36585365853658536
164.0,0.36585365853658536
164.0,0.36585365853658536
164.0,0.36585365853658536
164.0,0.36585365853658536
164.0,0.36585365853658536
164.0,0.36585365853658536
164.0,0.36585365853658536
164.0,0.36585365853658536
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
167.0,0.3592814371257485
169.0,0.35502958579881655
169.0,0.35502958579881655
169.0,0.35502958579881655
169.0,0.35502958579881655
169.0,0.35502958579881655
169.0,0.35502958579881655
169.0,0.35502958579881655
169.0,0.35502958579881655
169.0,0.35502958579881655
169.0,0.35502958579881655
169.0,0.35502958579881655
169.0,0.35502958579881655
169.0,0.35502958579881655
169.0,0.35502958579881655
169.0,0.35502958579881655
169.0,0.35502958579881655
169.0,0.35502958579881655
171.0,0.3508771929824561
171.0,0.3508771929824561
171.0,0.3508771929824561
171.0,0.3508771929824561
171.0,0.3508771929824561
171.0,0.3508771929824561
171.0,0.3508771929824561
171.0,0.3508771929824561
171.0,0.3508771929824561
171.0,0.3508771929824561
171.0,0.3508771929824561
171.0,0.3508771929824561
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
174.0,0.3448275862068966
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
176.0,0.3409090909090909
179.0,0.33519553072625696
179.0,0.33519553072625696
179.0,0.33519553072625696
179.0,0.33519553072625696
179.0,0.33519553072625696
179.0,0.33519553072625696
179.0,0.33519553072625696
179.0,0.33519553072625696
179.0,0.33519553072625696
179.0,0.33519553072625696
179.0,0.33519553072625696
179.0,0.33519553072625696
179.0,0.33519553072625696
