origin HR,index to HR
88.0,87.5912408759124
91.0,90.9090909090909
87.0,86.95652173913044
88.0,87.5912408759124
85.0,84.50704225352112
85.0,84.50704225352112
88.0,88.23529411764706
78.0,77.92207792207792
75.0,74.53416149068323
85.0,85.1063829787234
40.0,39.603960396039604
79.0,79.47019867549669
88.0,88.23529411764706
88.0,87.5912408759124
85.0,85.1063829787234
82.0,82.1917808219178
83.0,83.33333333333333
88.0,88.23529411764706
87.0,86.95652173913044
90.0,90.22556390977444
88.0,87.5912408759124
93.0,93.02325581395348
86.0,86.33093525179856
88.0,87.5912408759124
94.0,94.48818897637796
88.0,88.23529411764706
90.0,89.55223880597015
95.0,95.23809523809524
90.0,90.22556390977444
90.0,90.22556390977444
90.0,89.55223880597015
102.0,101.69491525423729
93.0,93.02325581395348
101.0,100.84033613445378
100.0,100.0
94.0,93.75
92.0,92.3076923076923
93.0,93.02325581395348
96.0,96.0
83.0,82.75862068965517
92.0,91.6030534351145
83.0,82.75862068965517
89.0,88.88888888888889
85.0,85.1063829787234
86.0,85.71428571428571
88.0,87.5912408759124
98.0,98.36065573770492
82.0,82.1917808219178
93.0,93.02325581395348
89.0,88.88888888888889
92.0,91.6030534351145
89.0,88.88888888888889
95.0,95.23809523809524
85.0,85.1063829787234
94.0,94.48818897637796
88.0,87.5912408759124
91.0,90.9090909090909
47.0,47.05882352941177
96.0,96.0
90.0,90.22556390977444
98.0,97.5609756097561
48.0,47.61904761904762
98.0,97.5609756097561
47.0,47.24409448818898
98.0,98.36065573770492
91.0,90.9090909090909
98.0,97.5609756097561
91.0,90.9090909090909
47.0,46.69260700389105
98.0,98.36065573770492
90.0,90.22556390977444
97.0,96.7741935483871
94.0,94.48818897637796
78.0,78.43137254901961
122.0,122.44897959183673
98.0,97.5609756097561
101.0,100.84033613445378
90.0,89.55223880597015
102.0,101.69491525423729
101.0,100.84033613445378
96.0,96.0
93.0,93.02325581395348
103.0,102.56410256410257
98.0,97.5609756097561
101.0,100.84033613445378
92.0,92.3076923076923
93.0,93.02325581395348
94.0,94.48818897637796
102.0,101.69491525423729
95.0,95.23809523809524
93.0,93.02325581395348
103.0,103.44827586206897
101.0,100.84033613445378
112.0,112.14953271028037
93.0,93.02325581395348
110.0,110.09174311926606
105.0,105.26315789473684
110.0,110.09174311926606
103.0,103.44827586206897
114.0,114.28571428571429
109.0,109.0909090909091
108.0,108.10810810810811
99.0,99.17355371900827
50.0,50.2092050209205
94.0,94.48818897637796
101.0,100.84033613445378
84.0,83.91608391608392
96.0,96.0
100.0,100.0
